Std_1,,Std_2,,Std_3,,Std_4,,Std_5,,Std_6,,Std_7,,Std_8,,Std_9,,Std_10,,Std_11,,Std_12,,Std_13,,Std_14,,Std_15,,Std_16,,Std_17,,Std_18,,Std_19,,Std_20,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
759.0307617,-0.005629484,759.0307617,-0.005695813,759.0307617,-0.007058892,759.0307617,-0.006499087,759.0307617,-0.005659073,759.0307617,-0.005772555,759.0307617,-0.005724784,759.0307617,-0.006280791,759.0307617,-0.006248182,759.0307617,-0.006833691,759.0307617,-0.004874771,759.0307617,-0.005630455,759.0307617,-0.006254,759.0307617,-0.006431707,759.0307617,-0.005511108,759.0307617,-0.005013281,759.0307617,-0.005580829,759.0307617,-0.002281282,759.0307617,-0.005974001,759.0307617,-0.006832213
758.0432739,-0.006272269,758.0432739,-0.005981864,758.0432739,-0.007051914,758.0432739,-0.005515249,758.0432739,-0.006335133,758.0432739,-0.00631906,758.0432739,-0.007133101,758.0432739,-0.006566916,758.0432739,-0.006014646,758.0432739,-0.006220215,758.0432739,-0.004706772,758.0432739,-0.005970682,758.0432739,-0.005826654,758.0432739,-0.005789618,758.0432739,-0.007221351,758.0432739,-0.004895095,758.0432739,-0.005155174,758.0432739,-0.00315838,758.0432739,-0.006725023,758.0432739,-0.006721403
757.055481,-0.005933249,757.055481,-0.006876906,757.055481,-0.006603478,757.055481,-0.006444103,757.055481,-0.006656352,757.055481,-0.006810858,757.055481,-0.007364001,757.055481,-0.007059554,757.055481,-0.006011532,757.055481,-0.006783234,757.055481,-0.004578001,757.055481,-0.006393855,757.055481,-0.006247927,757.055481,-0.006496231,757.055481,-0.006956802,757.055481,-0.005494954,757.055481,-0.005915273,757.055481,-0.002769646,757.055481,-0.006535757,757.055481,-0.006902537
756.0672607,-0.005838556,756.0672607,-0.006970303,756.0672607,-0.006664254,756.0672607,-0.006301865,756.0672607,-0.006448285,756.0672607,-0.007059809,756.0672607,-0.005879521,756.0672607,-0.00651398,756.0672607,-0.007029959,756.0672607,-0.007265139,756.0672607,-0.005795595,756.0672607,-0.00675678,756.0672607,-0.006441144,756.0672607,-0.006775945,756.0672607,-0.006416098,756.0672607,-0.005886212,756.0672607,-0.005936875,756.0672607,-0.002897308,756.0672607,-0.006099091,756.0672607,-0.006586752
754.937439,-0.006290741,754.937439,-0.005935854,754.937439,-0.00619531,754.937439,-0.006411915,754.937439,-0.007263458,754.937439,-0.007450575,754.937439,-0.00702517,754.937439,-0.007082119,754.937439,-0.007891376,754.937439,-0.006896321,754.937439,-0.005261115,754.937439,-0.00639809,754.937439,-0.007752968,754.937439,-0.005865321,754.937439,-0.006403089,754.937439,-0.005855004,754.937439,-0.006262369,754.937439,-0.003319992,754.937439,-0.007280412,754.937439,-0.006786394
753.9484863,-0.007252207,753.9484863,-0.007373519,753.9484863,-0.007350715,753.9484863,-0.007093884,753.9484863,-0.007510521,753.9484863,-0.008344173,753.9484863,-0.006854229,753.9484863,-0.006362072,753.9484863,-0.007579311,753.9484863,-0.006987828,753.9484863,-0.006504545,753.9484863,-0.006057739,753.9484863,-0.00732063,753.9484863,-0.006822632,753.9484863,-0.007595592,753.9484863,-0.006575636,753.9484863,-0.006599654,753.9484863,-0.003463826,753.9484863,-0.006913238,753.9484863,-0.006033232
752.9591675,-0.007891986,752.9591675,-0.006835321,752.9591675,-0.007213255,752.9591675,-0.007308616,752.9591675,-0.008329393,752.9591675,-0.007901747,752.9591675,-0.007721996,752.9591675,-0.007003876,752.9591675,-0.007828228,752.9591675,-0.007404771,752.9591675,-0.006139521,752.9591675,-0.006166727,752.9591675,-0.006759176,752.9591675,-0.007027768,752.9591675,-0.007239427,752.9591675,-0.007507265,752.9591675,-0.006451091,752.9591675,-0.003700483,752.9591675,-0.007555908,752.9591675,-0.007246657
751.9694824,-0.007281176,751.9694824,-0.006485367,751.9694824,-0.007051047,751.9694824,-0.007421312,751.9694824,-0.007337022,751.9694824,-0.006635346,751.9694824,-0.007385735,751.9694824,-0.007532554,751.9694824,-0.00705879,751.9694824,-0.007738016,751.9694824,-0.00597783,751.9694824,-0.007429099,751.9694824,-0.007044986,751.9694824,-0.007607801,751.9694824,-0.007845465,751.9694824,-0.005900614,751.9694824,-0.006584203,751.9694824,-0.003623169,751.9694824,-0.007305155,751.9694824,-0.006980951
750.9794312,-0.00727415,750.9794312,-0.00739678,750.9794312,-0.007928385,750.9794312,-0.007301794,750.9794312,-0.008208296,750.9794312,-0.008275859,750.9794312,-0.008222724,750.9794312,-0.007694887,750.9794312,-0.007878209,750.9794312,-0.007645954,750.9794312,-0.005984469,750.9794312,-0.007078502,750.9794312,-0.007312333,750.9794312,-0.00658614,750.9794312,-0.008231106,750.9794312,-0.007347152,750.9794312,-0.006188572,750.9794312,-0.003742882,750.9794312,-0.007724285,750.9794312,-0.007582771
749.9890747,-0.007634458,749.9890747,-0.00749322,749.9890747,-0.007462382,749.9890747,-0.00788258,749.9890747,-0.007987604,749.9890747,-0.007346592,749.9890747,-0.007689343,749.9890747,-0.007801584,749.9890747,-0.007721945,749.9890747,-0.008113234,749.9890747,-0.006118745,749.9890747,-0.00798486,749.9890747,-0.008125786,749.9890747,-0.008608945,749.9890747,-0.008184063,749.9890747,-0.007072033,749.9890747,-0.007084411,749.9890747,-0.003594827,749.9890747,-0.008067297,749.9890747,-0.007989384
748.9983521,-0.007803669,748.9983521,-0.008433954,748.9983521,-0.007297874,748.9983521,-0.007378507,748.9983521,-0.007914457,748.9983521,-0.008291909,748.9983521,-0.009158383,748.9983521,-0.00842258,748.9983521,-0.00890409,748.9983521,-0.008552247,748.9983521,-0.006109352,748.9983521,-0.008270627,748.9983521,-0.006881594,748.9983521,-0.007932808,748.9983521,-0.008629348,748.9983521,-0.00748462,748.9983521,-0.007832957,748.9983521,-0.004359864,748.9983521,-0.007244315,748.9983521,-0.00806379
748.0072632,-0.008499704,748.0072632,-0.008462134,748.0072632,-0.008100074,748.0072632,-0.007396983,748.0072632,-0.008535545,748.0072632,-0.00793535,748.0072632,-0.009193004,748.0072632,-0.007677949,748.0072632,-0.008049611,748.0072632,-0.008843069,748.0072632,-0.007481923,748.0072632,-0.007119503,748.0072632,-0.008327514,748.0072632,-0.007847956,748.0072632,-0.007382223,748.0072632,-0.007492711,748.0072632,-0.007854923,748.0072632,-0.004130438,748.0072632,-0.007980946,748.0072632,-0.008060893
747.0158081,-0.008098651,747.0158081,-0.00778282,747.0158081,-0.007634101,747.0158081,-0.00839785,747.0158081,-0.008404249,747.0158081,-0.007583992,747.0158081,-0.009232235,747.0158081,-0.008057895,747.0158081,-0.00853849,747.0158081,-0.008272659,747.0158081,-0.007100251,747.0158081,-0.007589741,747.0158081,-0.008332339,747.0158081,-0.007606682,747.0158081,-0.008918799,747.0158081,-0.00730322,747.0158081,-0.006889747,747.0158081,-0.005319523,747.0158081,-0.008779349,747.0158081,-0.00856981
746.0239868,-0.00781155,746.0239868,-0.008826328,746.0239868,-0.009686674,746.0239868,-0.009002529,746.0239868,-0.009449914,746.0239868,-0.009542304,746.0239868,-0.009428333,746.0239868,-0.009017793,746.0239868,-0.009697813,746.0239868,-0.008956888,746.0239868,-0.008521991,746.0239868,-0.008460103,746.0239868,-0.00863828,746.0239868,-0.009627129,746.0239868,-0.00990028,746.0239868,-0.008455076,746.0239868,-0.008757481,746.0239868,-0.005422561,746.0239868,-0.009681206,746.0239868,-0.009113925
745.0318604,-0.009056025,745.0318604,-0.009763321,745.0318604,-0.008603716,745.0318604,-0.010158896,745.0318604,-0.009631686,745.0318604,-0.010083077,745.0318604,-0.009809738,745.0318604,-0.009618267,745.0318604,-0.008895671,745.0318604,-0.009769497,745.0318604,-0.008347576,745.0318604,-0.009229092,745.0318604,-0.008986555,745.0318604,-0.009164263,745.0318604,-0.009427928,745.0318604,-0.008832517,745.0318604,-0.008968959,745.0318604,-0.005120638,745.0318604,-0.009171259,745.0318604,-0.009414452
744.0393677,-0.009210795,744.0393677,-0.010062641,744.0393677,-0.010014733,744.0393677,-0.009884896,744.0393677,-0.009394643,744.0393677,-0.01006082,744.0393677,-0.010347601,744.0393677,-0.009890057,744.0393677,-0.01054729,744.0393677,-0.010374595,744.0393677,-0.008236338,744.0393677,-0.009432994,744.0393677,-0.009308456,744.0393677,-0.009116814,744.0393677,-0.00983793,744.0393677,-0.008615999,744.0393677,-0.009024233,744.0393677,-0.006185561,744.0393677,-0.009813939,744.0393677,-0.010065474
743.0465088,-0.009422862,743.0465088,-0.009613507,743.0465088,-0.009457259,743.0465088,-0.009844105,743.0465088,-0.010137047,743.0465088,-0.009860401,743.0465088,-0.010450262,743.0465088,-0.010209215,743.0465088,-0.010995762,743.0465088,-0.010742796,743.0465088,-0.008168465,743.0465088,-0.009724138,743.0465088,-0.010112011,743.0465088,-0.009708191,743.0465088,-0.009914095,743.0465088,-0.009885453,743.0465088,-0.008803904,743.0465088,-0.006215367,743.0465088,-0.010210631,743.0465088,-0.010123492
742.0532837,-0.009800678,742.0532837,-0.009837221,742.0532837,-0.011019385,742.0532837,-0.00929528,742.0532837,-0.01022115,742.0532837,-0.010622674,742.0532837,-0.010690114,742.0532837,-0.009909135,742.0532837,-0.010101439,742.0532837,-0.0104027,742.0532837,-0.008927726,742.0532837,-0.009509686,742.0532837,-0.009124622,742.0532837,-0.009858529,742.0532837,-0.010362918,742.0532837,-0.009064391,742.0532837,-0.009514903,742.0532837,-0.006835016,742.0532837,-0.010236572,742.0532837,-0.010193488
741.0597534,-0.010515202,741.0597534,-0.009891829,741.0597534,-0.009409741,741.0597534,-0.010426052,741.0597534,-0.010590137,741.0597534,-0.010487003,741.0597534,-0.010791331,741.0597534,-0.009613507,741.0597534,-0.01143162,741.0597534,-0.010844909,741.0597534,-0.009109311,741.0597534,-0.010541479,741.0597534,-0.009456246,741.0597534,-0.009986654,741.0597534,-0.009999353,741.0597534,-0.009734112,741.0597534,-0.009350614,741.0597534,-0.007011059,741.0597534,-0.010380257,741.0597534,-0.010075237
740.0658569,-0.010254877,740.0658569,-0.010378487,740.0658569,-0.009727075,740.0658569,-0.010844758,740.0658569,-0.010605647,740.0658569,-0.010646317,740.0658569,-0.009986857,740.0658569,-0.010677284,740.0658569,-0.010711531,740.0658569,-0.011044117,740.0658569,-0.009096383,740.0658569,-0.010315903,740.0658569,-0.010747695,740.0658569,-0.00952169,740.0658569,-0.010952097,740.0658569,-0.009702825,740.0658569,-0.009831401,740.0658569,-0.006504341,740.0658569,-0.010025914,740.0658569,-0.011133141
738.9295044,-0.010046301,738.9295044,-0.010631919,738.9295044,-0.01033294,738.9295044,-0.010705015,738.9295044,-0.011441655,738.9295044,-0.010751685,738.9295044,-0.010651925,738.9295044,-0.010409676,738.9295044,-0.011517892,738.9295044,-0.010887071,738.9295044,-0.009089184,738.9295044,-0.01063783,738.9295044,-0.011440243,738.9295044,-0.010466182,738.9295044,-0.01143641,738.9295044,-0.009865412,738.9295044,-0.010108722,738.9295044,-0.007253887,738.9295044,-0.011476497,738.9295044,-0.011136572
737.9348755,-0.010946039,737.9348755,-0.011629349,737.9348755,-0.010657077,737.9348755,-0.01130856,737.9348755,-0.011389107,737.9348755,-0.0111892,737.9348755,-0.010980114,737.9348755,-0.011341447,737.9348755,-0.011604096,737.9348755,-0.011522933,737.9348755,-0.009089184,737.9348755,-0.011147774,737.9348755,-0.011101046,737.9348755,-0.010538548,737.9348755,-0.010986626,737.9348755,-0.009924317,737.9348755,-0.01012597,737.9348755,-0.007769801,737.9348755,-0.011552829,737.9348755,-0.011415785
736.9398804,-0.010716582,736.9398804,-0.01135915,736.9398804,-0.010905297,736.9398804,-0.01107667,736.9398804,-0.011263665,736.9398804,-0.011422088,736.9398804,-0.010932863,736.9398804,-0.011085401,736.9398804,-0.012080382,736.9398804,-0.010505853,736.9398804,-0.010486043,736.9398804,-0.010686982,736.9398804,-0.011446596,736.9398804,-0.011293932,736.9398804,-0.011719714,736.9398804,-0.010135378,736.9398804,-0.010436363,736.9398804,-0.007591216,736.9398804,-0.011926933,736.9398804,-0.011322633
735.944519,-0.010827387,735.944519,-0.011292318,735.944519,-0.010677788,735.944519,-0.010632727,735.944519,-0.011421029,735.944519,-0.010980367,735.944519,-0.010939678,735.944519,-0.01132107,735.944519,-0.011252415,735.944519,-0.011510077,735.944519,-0.00990367,735.944519,-0.010619188,735.944519,-0.010985868,735.944519,-0.010846121,735.944519,-0.01146601,735.944519,-0.010370854,735.944519,-0.010720723,735.944519,-0.007931487,735.944519,-0.011784969,735.944519,-0.010880557
734.9488525,-0.010809612,734.9488525,-0.011008078,734.9488525,-0.010919333,734.9488525,-0.011244999,734.9488525,-0.01112653,734.9488525,-0.010560124,734.9488525,-0.011070715,734.9488525,-0.010307612,734.9488525,-0.010956993,734.9488525,-0.011369993,734.9488525,-0.009392971,734.9488525,-0.01057407,734.9488525,-0.01064364,734.9488525,-0.010013317,734.9488525,-0.011384568,734.9488525,-0.01048296,734.9488525,-0.010023941,734.9488525,-0.007421922,734.9488525,-0.011455874,734.9488525,-0.011412356
733.9528198,-0.011012874,733.9528198,-0.010645407,733.9528198,-0.01015136,733.9528198,-0.010353162,733.9528198,-0.010909639,733.9528198,-0.011238391,733.9528198,-0.011314412,733.9528198,-0.011007321,733.9528198,-0.011345179,733.9528198,-0.011355115,733.9528198,-0.009543418,733.9528198,-0.010322121,733.9528198,-0.010219683,733.9528198,-0.011136622,733.9528198,-0.011111845,733.9528198,-0.010057684,733.9528198,-0.010432774,733.9528198,-0.007034085,733.9528198,-0.0107933,733.9528198,-0.010739967
732.9564209,-0.010370552,732.9564209,-0.010706126,732.9564209,-0.009690724,732.9564209,-0.010763604,732.9564209,-0.011254181,732.9564209,-0.011157815,732.9564209,-0.011232387,732.9564209,-0.010376921,732.9564209,-0.010975722,732.9564209,-0.010586853,732.9564209,-0.009831552,732.9564209,-0.010555779,732.9564209,-0.010296893,732.9564209,-0.010477452,732.9564209,-0.010588015,732.9564209,-0.010055862,732.9564209,-0.009749299,732.9564209,-0.006624945,732.9564209,-0.010684709,732.9564209,-0.011034477
731.9596558,-0.010304376,731.9596558,-0.010787896,731.9596558,-0.010149439,731.9596558,-0.01049322,731.9596558,-0.011150398,731.9596558,-0.011119818,731.9596558,-0.010691276,731.9596558,-0.011345129,731.9596558,-0.011354308,731.9596558,-0.011277437,731.9596558,-0.009034222,731.9596558,-0.010926047,731.9596558,-0.010794916,731.9596558,-0.011038817,731.9596558,-0.010934327,731.9596558,-0.010690568,731.9596558,-0.010610649,731.9596558,-0.006746381,731.9596558,-0.011034931,731.9596558,-0.010948917
730.9625854,-0.010569572,730.9625854,-0.011637565,730.9625854,-0.01097441,730.9625854,-0.011109271,730.9625854,-0.011377155,730.9625854,-0.011465404,730.9625854,-0.011436611,730.9625854,-0.011841901,730.9625854,-0.011832278,730.9625854,-0.01159724,730.9625854,-0.010232729,730.9625854,-0.011198686,730.9625854,-0.010959821,730.9625854,-0.010988645,730.9625854,-0.011318749,730.9625854,-0.010578364,730.9625854,-0.010896461,730.9625854,-0.008071871,730.9625854,-0.011259982,730.9625854,-0.011064759
729.9651489,-0.011326315,729.9651489,-0.011172499,729.9651489,-0.011268004,729.9651489,-0.011905374,729.9651489,-0.011883361,729.9651489,-0.011819834,729.9651489,-0.011945468,729.9651489,-0.011627938,729.9651489,-0.011662816,729.9651489,-0.012066484,729.9651489,-0.01063596,729.9651489,-0.011109221,729.9651489,-0.011584487,729.9651489,-0.011094384,729.9651489,-0.01146616,729.9651489,-0.011010905,729.9651489,-0.011236625,729.9651489,-0.007785871,729.9651489,-0.011620478,729.9651489,-0.011854546
728.9674072,-0.012761659,728.9674072,-0.011621637,728.9674072,-0.011581765,728.9674072,-0.012198893,728.9674072,-0.012364524,728.9674072,-0.012074642,728.9674072,-0.012056061,728.9674072,-0.011785271,728.9674072,-0.012662158,728.9674072,-0.012325978,728.9674072,-0.010621209,728.9674072,-0.012405784,728.9674072,-0.011967478,728.9674072,-0.012082244,728.9674072,-0.012420575,728.9674072,-0.011236675,728.9674072,-0.011908548,728.9674072,-0.007562573,728.9674072,-0.012945167,728.9674072,-0.012173573
727.9692993,-0.012526671,727.9692993,-0.013350507,727.9692993,-0.012485121,727.9692993,-0.012960291,727.9692993,-0.01294587,727.9692993,-0.013076956,727.9692993,-0.013425305,727.9692993,-0.013938106,727.9692993,-0.012912904,727.9692993,-0.013923165,727.9692993,-0.011820691,727.9692993,-0.013011795,727.9692993,-0.012520635,727.9692993,-0.012424701,727.9692993,-0.013042141,727.9692993,-0.01217463,727.9692993,-0.012605635,727.9692993,-0.009382687,727.9692993,-0.013184499,727.9692993,-0.013212623
726.9708252,-0.013242001,726.9708252,-0.013689607,726.9708252,-0.013802013,726.9708252,-0.013315463,726.9708252,-0.013767858,726.9708252,-0.014380388,726.9708252,-0.013953598,726.9708252,-0.014040574,726.9708252,-0.014093903,726.9708252,-0.014490712,726.9708252,-0.012758241,726.9708252,-0.013463001,726.9708252,-0.013658002,726.9708252,-0.013602712,726.9708252,-0.014407383,726.9708252,-0.013510329,726.9708252,-0.013874227,726.9708252,-0.010233134,726.9708252,-0.013927678,726.9708252,-0.01387147
725.9720459,-0.014199891,725.9720459,-0.014673341,725.9720459,-0.013805575,725.9720459,-0.013631863,725.9720459,-0.014637652,725.9720459,-0.015017312,725.9720459,-0.014115403,725.9720459,-0.01448941,725.9720459,-0.014957993,725.9720459,-0.014395313,725.9720459,-0.013663972,725.9720459,-0.014261168,725.9720459,-0.014084481,725.9720459,-0.013261535,725.9720459,-0.015177022,725.9720459,-0.01283862,725.9720459,-0.013632665,725.9720459,-0.010617672,725.9720459,-0.014596454,725.9720459,-0.014121568
724.9729004,-0.014604414,724.9729004,-0.014891412,724.9729004,-0.014256658,724.9729004,-0.01477058,724.9729004,-0.015304537,724.9729004,-0.014671639,724.9729004,-0.01591246,724.9729004,-0.015072572,724.9729004,-0.015200568,724.9729004,-0.015511103,724.9729004,-0.013863396,724.9729004,-0.014427315,724.9729004,-0.014552549,724.9729004,-0.015033616,724.9729004,-0.015120525,724.9729004,-0.014379586,724.9729004,-0.014296336,724.9729004,-0.010781735,724.9729004,-0.014788846,724.9729004,-0.01576625
723.9733887,-0.014806158,723.9733887,-0.01529609,723.9733887,-0.014748362,723.9733887,-0.016025189,723.9733887,-0.016038712,723.9733887,-0.015228762,723.9733887,-0.015359711,723.9733887,-0.015151824,723.9733887,-0.015579336,723.9733887,-0.01543961,723.9733887,-0.014436681,723.9733887,-0.015275449,723.9733887,-0.01519042,723.9733887,-0.014664181,723.9733887,-0.01589,723.9733887,-0.015154274,723.9733887,-0.01497905,723.9733887,-0.011611959,723.9733887,-0.015494817,723.9733887,-0.015164873
722.9735718,-0.015667185,722.9735718,-0.015512851,722.9735718,-0.015291642,722.9735718,-0.015511203,722.9735718,-0.015947295,722.9735718,-0.015848771,722.9735718,-0.016186226,722.9735718,-0.015973644,722.9735718,-0.016221836,722.9735718,-0.01607663,722.9735718,-0.014821819,722.9735718,-0.015808735,722.9735718,-0.015685262,722.9735718,-0.015814276,722.9735718,-0.01639347,722.9735718,-0.015314933,722.9735718,-0.015233511,722.9735718,-0.012585417,722.9735718,-0.015729802,722.9735718,-0.015918398
721.9733887,-0.015813977,721.9733887,-0.015962714,721.9733887,-0.016005481,721.9733887,-0.015908267,721.9733887,-0.016728509,721.9733887,-0.016146023,721.9733887,-0.016607739,721.9733887,-0.016512504,721.9733887,-0.016208719,721.9733887,-0.016414506,721.9733887,-0.015365408,721.9733887,-0.016387586,721.9733887,-0.016383199,721.9733887,-0.016376369,721.9733887,-0.016653132,721.9733887,-0.015573093,721.9733887,-0.015884908,721.9733887,-0.012966924,721.9733887,-0.016194107,721.9733887,-0.015943252
720.9729004,-0.016033871,720.9729004,-0.016496206,720.9729004,-0.015951736,720.9729004,-0.016699765,720.9729004,-0.017085142,720.9729004,-0.016895857,720.9729004,-0.016932108,720.9729004,-0.016953617,720.9729004,-0.016913883,720.9729004,-0.017773876,720.9729004,-0.015177522,720.9729004,-0.016417149,720.9729004,-0.016098332,720.9729004,-0.016472081,720.9729004,-0.017044673,720.9729004,-0.015834294,720.9729004,-0.016287666,720.9729004,-0.012227031,720.9729004,-0.016525563,720.9729004,-0.016772792
719.9720459,-0.015926383,719.9720459,-0.016575897,719.9720459,-0.016186774,719.9720459,-0.016272007,719.9720459,-0.016592391,719.9720459,-0.017341854,719.9720459,-0.017339963,719.9720459,-0.016653929,719.9720459,-0.017554563,719.9720459,-0.01713128,719.9720459,-0.015424471,719.9720459,-0.0165601,719.9720459,-0.016081169,719.9720459,-0.016208321,719.9720459,-0.016823048,719.9720459,-0.016342465,719.9720459,-0.015997946,719.9720459,-0.012716814,719.9720459,-0.016457576,719.9720459,-0.016516542
718.9708252,-0.016230166,718.9708252,-0.016168369,718.9708252,-0.016603054,718.9708252,-0.016380407,718.9708252,-0.017369661,718.9708252,-0.016480854,718.9708252,-0.016786989,718.9708252,-0.016835449,718.9708252,-0.017152183,718.9708252,-0.016589949,718.9708252,-0.01579955,718.9708252,-0.015983125,718.9708252,-0.016823597,718.9708252,-0.016865879,718.9708252,-0.016919062,718.9708252,-0.016059117,718.9708252,-0.016128363,718.9708252,-0.012745722,718.9708252,-0.016484244,718.9708252,-0.01692429
717.9692993,-0.016292753,717.9692993,-0.016660355,717.9692993,-0.016606394,717.9692993,-0.016628666,717.9692993,-0.016637785,717.9692993,-0.017074091,717.9692993,-0.016998824,717.9692993,-0.017046863,717.9692993,-0.016785793,717.9692993,-0.016820857,717.9692993,-0.015511752,717.9692993,-0.016714759,717.9692993,-0.016522372,717.9692993,-0.016532291,717.9692993,-0.017243944,717.9692993,-0.016146321,717.9692993,-0.015854111,717.9692993,-0.013026767,717.9692993,-0.017064983,717.9692993,-0.016509663
716.9674683,-0.016240241,716.9674683,-0.016523868,716.9674683,-0.016211612,716.9674683,-0.016404735,716.9674683,-0.01685288,716.9674683,-0.017009478,716.9674683,-0.016897451,716.9674683,-0.016788533,716.9674683,-0.016890179,716.9674683,-0.017038452,716.9674683,-0.015349916,716.9674683,-0.016280236,716.9674683,-0.016609233,716.9674683,-0.016573105,716.9674683,-0.017267378,716.9674683,-0.016268617,716.9674683,-0.016185129,716.9674683,-0.013458333,716.9674683,-0.016398154,716.9674683,-0.016814034
715.965271,-0.015824709,715.965271,-0.015803844,715.965271,-0.015804293,715.965271,-0.016268766,715.965271,-0.016616657,715.965271,-0.016673708,715.965271,-0.016173456,715.965271,-0.016664043,715.965271,-0.01637253,715.965271,-0.016751822,715.965271,-0.015425171,715.965271,-0.015861249,715.965271,-0.016205927,715.965271,-0.016009223,715.965271,-0.016721534,715.965271,-0.015704338,715.965271,-0.015620392,715.965271,-0.012627661,715.965271,-0.016438484,715.965271,-0.016501389
714.9627075,-0.015707983,714.9627075,-0.015727106,714.9627075,-0.015165373,714.9627075,-0.015530884,714.9627075,-0.016477514,714.9627075,-0.016244879,714.9627075,-0.015742136,714.9627075,-0.015977386,714.9627075,-0.016417697,714.9627075,-0.016298037,714.9627075,-0.014764025,714.9627075,-0.015273299,714.9627075,-0.016335435,714.9627075,-0.015681218,714.9627075,-0.016301628,714.9627075,-0.015098424,714.9627075,-0.015415527,714.9627075,-0.012459164,714.9627075,-0.015890298,714.9627075,-0.015829951
713.9598389,-0.015162474,713.9598389,-0.015124625,713.9598389,-0.015614648,713.9598389,-0.015119175,713.9598389,-0.015915453,713.9598389,-0.015512701,713.9598389,-0.016029581,713.9598389,-0.015482027,713.9598389,-0.016107511,713.9598389,-0.015564752,713.9598389,-0.013837671,713.9598389,-0.015656149,713.9598389,-0.01519002,713.9598389,-0.015193219,713.9598389,-0.015897837,713.9598389,-0.013856826,713.9598389,-0.014745059,713.9598389,-0.011377961,713.9598389,-0.015755367,713.9598389,-0.015578087
712.956604,-0.014582137,712.956604,-0.014694712,712.956604,-0.015350966,712.956604,-0.014797602,712.956604,-0.014918276,712.956604,-0.01518572,712.956604,-0.014994456,712.956604,-0.015405984,712.956604,-0.014779287,712.956604,-0.01539564,712.956604,-0.013887665,712.956604,-0.01469191,712.956604,-0.01472329,712.956604,-0.014465726,712.956604,-0.015284345,712.956604,-0.013590519,712.956604,-0.014512444,712.956604,-0.0110637,712.956604,-0.014940286,712.956604,-0.015250057
711.953064,-0.01407581,711.953064,-0.014200142,711.953064,-0.01315135,711.953064,-0.014054358,711.953064,-0.0146359,711.953064,-0.013777388,711.953064,-0.014031852,711.953064,-0.014279253,711.953064,-0.01391053,711.953064,-0.014571423,711.953064,-0.01215696,711.953064,-0.013162148,711.953064,-0.013654891,711.953064,-0.01410122,711.953064,-0.014372123,711.953064,-0.013405076,711.953064,-0.01342892,711.953064,-0.010383897,711.953064,-0.014313118,711.953064,-0.014338464
710.9491577,-0.012843646,710.9491577,-0.01285194,710.9491577,-0.012900541,710.9491577,-0.013020035,710.9491577,-0.01346531,710.9491577,-0.013203584,710.9491577,-0.013791531,710.9491577,-0.013567587,710.9491577,-0.013049476,710.9491577,-0.013592024,710.9491577,-0.012452221,710.9491577,-0.0130129,710.9491577,-0.012385305,710.9491577,-0.013031289,710.9491577,-0.014066488,710.9491577,-0.011903057,710.9491577,-0.012651699,710.9491577,-0.009135368,710.9491577,-0.013525485,710.9491577,-0.013021944
